,status,totalResults,articles
10,ok,36,"{'source': {'id': None, 'name': 'Phys.Org'}, 'author': 'Josh Davis', 'title': 'River restoration is encouraging Atlantic salmon to return to heart of the UK', 'description': 'For the first time in 100 years, Atlantic salmon are once again spawning in the upper waters of the River Derwent.', 'url': 'https://phys.org/news/2024-04-river-atlantic-salmon-heart-uk.html', 'urlToImage': 'https://scx2.b-cdn.net/gfx/news/hires/2024/jumping-salmon.jpg', 'publishedAt': '2024-04-10T20:32:04Z', 'content': 'For the first time in 100 years, Atlantic salmon are once again spawning in the upper waters of the River Derwent.\r\nThe return of spawning salmon to the rivers of Derbyshire is a real conservation su… [+10343 chars]'}"
11,ok,36,"{'source': {'id': None, 'name': 'CleanTechnica'}, 'author': 'Guest Contributor', 'title': '$19 Million For Innovative Solar Panel Installation Over Canals From Investing In America Agenda', 'description': 'Projects funded from President Biden’s Inflation Reduction Act will simultaneously generate renewable energy and increase water conservation WASHINGTON\xa0— The Department of the Interior today announced a $19 million investment from President Biden’s Investing …', 'url': 'https://cleantechnica.com/2024/04/05/19-million-for-innovative-solar-panel-installation-over-canals-from-investing-in-america-agenda/', 'urlToImage': 'https://cleantechnica.com/wp-content/uploads/2023/11/Turlock-solar-canal.jpg', 'publishedAt': '2024-04-06T02:52:28Z', 'content': 'Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!\r\nProjects funded from President Bidens Inflation Reduction Act will simultaneously generate renewable energy a… [+5931 chars]'}"
12,ok,36,"{'source': {'id': None, 'name': 'Space Daily'}, 'author': None, 'title': ""NASA's New Satellite Unveils First Data on Ocean Health and Climate Change"", 'description': ""Los Angeles CA (SPX) Apr 15, 2024\n\n\nNASA's newest Earth-observing satellite, the Plankton, Aerosol, Cloud, ocean Ecosystem (PACE), has begun distributing science-quality data essential for studying ocean health, air quality, and climate change effects. Launch…"", 'url': 'https://www.spacedaily.com/reports/NASAs_New_Satellite_Unveils_First_Data_on_Ocean_Health_and_Climate_Change_999.html', 'urlToImage': 'https://www.spxdaily.com/images-hg/pace-logo-patch-hg.jpg', 'publishedAt': '2024-04-16T06:40:34Z', 'content': ""NASA's New Satellite Unveils First Data on Ocean Health and Climate Changeby Clarence OxfordLos Angeles CA (SPX) Apr 12, 2024\r\nNASA's newest Earth-observing satellite, the Plankton, Aerosol, Cloud, o… [+3015 chars]""}"
13,ok,36,"{'source': {'id': None, 'name': 'Biztoc.com'}, 'author': 'theguardian.com', 'title': 'Most UK dairy farms ignoring pollution rules as manure spews into rivers', 'description': 'The majority of UK dairy farms are breaking pollution rules, with vast amounts of cow manure being spilled into rivers. When animal waste enters the river, it causes a buildup of the nutrients found in the effluent, such as nitrates and phosphates. These caus…', 'url': 'https://biztoc.com/x/c886044383377a3d', 'urlToImage': 'https://c.biztoc.com/p/c886044383377a3d/s.webp', 'publishedAt': '2024-04-19T05:26:04Z', 'content': 'The majority of UK dairy farms are breaking pollution rules, with vast amounts of cow manure being spilled into rivers.When animal waste enters the river, it causes a buildup of the nutrients found i… [+292 chars]'}"
14,ok,36,"{'source': {'id': None, 'name': 'ScienceAlert'}, 'author': 'Tessa Koumoundouros', 'title': ""Thousands of Eels Found Dead in New Zealand, And It's Not The First Time"", 'description': ""Over 3,500 juvenile eels (elvers) have been found dead in the Kauritutahi Stream on the northernmost flank of New Zealand's North Island."", 'url': 'https://www.sciencealert.com/thousands-of-eels-found-dead-in-new-zealand-and-its-not-the-first-time', 'urlToImage': 'https://www.sciencealert.com/images/2024/03/TwoShinyWetNZLongfinEelsAnguillaDieffenbachii.jpg', 'publishedAt': '2024-03-31T09:00:30Z', 'content': ""Over 3,500 juvenile eels (elvers) have been found dead in the Kauritutahi Stream on the northernmost flank of New Zealand's North Island.\r\nIt's the second mass eel death in New Zealand this year, wit… [+3217 chars]""}"
15,ok,36,"{'source': {'id': None, 'name': 'The Boston Globe'}, 'author': 'Nicolás Rivero', 'title': 'What we know and don’t know about pollution from the Baltimore bridge collapse', 'description': 'Less than a week after a ship rammed into the Francis Scott Key Bridge in Baltimore, officials are still working to identify and contain environmental pollutants that may be leaking.', 'url': 'https://www.bostonglobe.com/2024/03/30/nation/what-we-know-pollution-baltimore-bridge-collapse/', 'urlToImage': 'https://bostonglobe-prod.cdn.arcpublishing.com/resizer/CCOodxW8X9k92KmcXUED_SNu5N8=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/UVII6ROZVKQD2XFITLAJGL52HY.jpg', 'publishedAt': '2024-03-30T18:07:55Z', 'content': 'Heres what to know about the potential environmental impacts of the crash.\r\nWhat hazardous materials were on the ship?\r\nThe Dali was carrying 56 containers holding764 tons of hazardous materials, mos… [+5172 chars]'}"
16,ok,36,"{'source': {'id': None, 'name': 'The Conversation Africa'}, 'author': 'Peter Johnston, Climate Scientist and Researcher, University of Cape Town', 'title': 'Climate change makes life harder: in South Africa it’s likely to bring heatwaves, water stress and gender-based violence', 'description': 'The University of Cape Town’s new report on the impacts of climate change in South Africa found that heatwaves and water stress will affect jobs, deepen inequality, and increase gender-based violence.', 'url': 'https://theconversation.com/climate-change-makes-life-harder-in-south-africa-its-likely-to-bring-heatwaves-water-stress-and-gender-based-violence-226937', 'urlToImage': 'https://images.theconversation.com/files/586318/original/file-20240405-16-51a6yw.jpg?ixlib=rb-4.1.0&q=45&auto=format&w=1356&h=668&fit=crop', 'publishedAt': '2024-04-18T13:03:10Z', 'content': 'South Africa is feeling the impacts of global warming. Heat is frequent and more intense. Human-induced climate change made the severe 2015–2017 drought three to six times more likely. But climate ch… [+6279 chars]'}"
17,ok,36,"{'source': {'id': None, 'name': 'The Conversation Africa'}, 'author': 'Cassandra Steer, Deputy Director, Institute for Space (InSpace), Australian National University', 'title': 'Australia just committed $207 million to a major satellite program. What is it, and why do we need it?', 'description': 'Without satellites, we wouldn’t have much of the Earth and climate data we have today. And Australia is a world leader in satellite data.', 'url': 'https://theconversation.com/australia-just-committed-207-million-to-a-major-satellite-program-what-is-it-and-why-do-we-need-it-226621', 'urlToImage': 'https://images.theconversation.com/files/584628/original/file-20240327-26-vxzw2z.jpg?ixlib=rb-1.1.0&rect=0%2C4619%2C6171%2C3085&q=45&auto=format&w=1356&h=668&fit=crop', 'publishedAt': '2024-03-27T01:49:55Z', 'content': 'Landsat image of Lake Torrens, South Australia. NASA Earth Observatory\r\nLast week, the federal minister for Resources and Northern Australia, Madeleine King, signed a A$207 million commitment with th… [+5943 chars]'}"
18,ok,36,"{'source': {'id': None, 'name': 'The New Republic'}, 'author': 'Heather Souvaine Horn', 'title': 'Fish Are Behaving Erratically and Dying. No One Knows Why.', 'description': 'Something strange is happening in the waters off the Florida Keys. For months now, thousand-pound fish with three-foot serrated beaks have been spinning around in seeming distress, beaching themselves, and dying. The news largely escaped national attention un…', 'url': 'https://newrepublic.com/post/180419/florida-smalltooth-sawfish-behaving-erratically-dying', 'urlToImage': 'https://images.newrepublic.com/66efde8afd1c1fc811d06feb5362b8e03fdf20a4.jpeg?w=1200&h=630&crop=faces&fit=crop&fm=jpg', 'publishedAt': '2024-04-04T10:00:00Z', 'content': 'The state rebates and federal tax credits from the Inflation Reduction Act are helping, but the main reason heat pumps are being adopted so quickly, this story suggests, is that once one household in… [+2725 chars]'}"
19,ok,36,"{'source': {'id': None, 'name': 'Science Daily'}, 'author': None, 'title': 'New approach to monitoring freshwater quality can identify sources of pollution, and predict their effects', 'description': 'Analysing the diversity of organic compounds dissolved in freshwater provides a reliable measure of ecosystem health, say scientists.', 'url': 'https://www.sciencedaily.com/releases/2024/03/240328162546.htm', 'urlToImage': 'https://www.sciencedaily.com/images/scidaily-icon.png', 'publishedAt': '2024-03-28T20:25:46Z', 'content': 'The source of pollutants in rivers and freshwater lakes can now be identified using a comprehensive new water quality analysis, according to scientists at the University of Cambridge and Trent Univer… [+3428 chars]'}"
20,ok,36,"{'source': {'id': None, 'name': 'Printmag.com'}, 'author': 'Tatiana Schlossberg', 'title': 'News from a Changing Planet: The Great Lakes Great Thaw', 'description': 'Tatiana Schlossberg on the shockingly low levels of ice coverage on the Great Lakes and what it might mean for the future.', 'url': 'https://www.printmag.com/creative-voices/news-from-a-changing-planet-the-great-lakes-great-thaw/', 'urlToImage': 'https://i0.wp.com/www.printmag.com/wp-content/uploads/2024/04/ab7fafe4-ae23-4f02-94dc-de3f41232a85_1300x1000.jpg?fit=1200%2C923&quality=89&ssl=1', 'publishedAt': '2024-04-03T15:00:00Z', 'content': 'Land gets all the attention. If I were a betting man, (Im both not a man and too afraid to gamble on anything) Id say thats because its where we live. But the defining feature of our planet, and what… [+8474 chars]'}"
21,ok,36,"{'source': {'id': None, 'name': 'Phys.Org'}, 'author': 'Tatyana Woodall', 'title': ""In Lake Erie, climate change scrambles zooplankton's seasonal presence"", 'description': 'A new analysis of zooplankton in western Lake Erie shows that their biomass and seasonal behavioral patterns have been drastically altered by human-driven changes in water temperature and food webs.', 'url': 'https://phys.org/news/2024-03-lake-erie-climate-scrambles-zooplankton.html', 'urlToImage': 'https://scx2.b-cdn.net/gfx/news/hires/2024/in-lake-erie-climate-c.jpg', 'publishedAt': '2024-03-22T17:36:04Z', 'content': ""This article has been reviewed according to Science\xa0X's \r\neditorial process\r\nand policies.\r\nEditors have highlighted\r\nthe following attributes while ensuring the content's credibility:\r\nfact-checked\r… [+4769 chars]""}"
22,ok,36,"{'source': {'id': None, 'name': 'Phys.Org'}, 'author': 'Dr. Kristin Beck', 'title': 'How eutrophication and climate change alter food webs in the Baltic Sea', 'description': 'Phytoplankton is the primary energy source for all marine ecosystems: These tiny plants floating in the seawater use photosynthesis to bind energy in the form of biomass, which is then passed on step by step in the marine food webs all the way to different ty…', 'url': 'https://phys.org/news/2024-03-eutrophication-climate-food-webs-baltic.html', 'urlToImage': 'https://scx2.b-cdn.net/gfx/news/hires/2024/energy-crisis-in-balti.jpg', 'publishedAt': '2024-03-27T21:16:05Z', 'content': ""This article has been reviewed according to Science\xa0X's \r\neditorial process\r\nand policies.\r\nEditors have highlighted\r\nthe following attributes while ensuring the content's credibility:\r\nfact-checked\r… [+5690 chars]""}"
23,ok,36,"{'source': {'id': None, 'name': 'Phys.Org'}, 'author': 'Christine Calvo', 'title': 'Study highlights the potential of cyanobacteria as biofertilizers', 'description': ""One ecosystem's trash could be another ecosystem's treasure, according to scientists studying cyanobacteria, more commonly known as blue-green algae."", 'url': 'https://phys.org/news/2024-03-highlights-potential-cyanobacteria-biofertilizers.html', 'urlToImage': 'https://scx2.b-cdn.net/gfx/news/2024/water-pollutant-could.jpg', 'publishedAt': '2024-03-29T13:32:18Z', 'content': ""This article has been reviewed according to Science\xa0X's \r\neditorial process\r\nand policies.\r\nEditors have highlighted\r\nthe following attributes while ensuring the content's credibility:\r\nfact-checked\r… [+2370 chars]""}"
24,ok,36,"{'source': {'id': None, 'name': 'The Star Online'}, 'author': 'GERARD GIMINO', 'title': 'Nip harmful algal blooms in the bud', 'description': 'PETALING JAYA: With the ever-changing temperatures and environment, a leading expert has called for more rigorous monitoring and measures to tackle harmful algal blooms (HAB), especially in the mariculture industry. Read full story', 'url': 'https://www.thestar.com.my/news/nation/2024/04/14/nip-harmful-algal-blooms-in-the-bud', 'urlToImage': 'https://apicms.thestar.com.my/uploads/images/2024/04/14/2642002.jpg', 'publishedAt': '2024-04-13T23:00:00Z', 'content': 'Monthly monitoring, follow-ups vital in preventing their growth, expert says\r\nPETALING JAYA: With the ever-changing temperatures and environment, a leading expert has called for more rigorous monitor… [+3366 chars]'}"
25,ok,36,"{'source': {'id': None, 'name': 'Ieee.org'}, 'author': 'Avnet', 'title': 'Reach Your Space Goals With High-Bandwidth Devices', 'description': 'This sponsored article is brought to you by Avnet and AMD.The use of artificial intelligence (AI) in image processing has brought about significant advancements in the exploration of space and our own Earth. In space applications, images are captured using va…', 'url': 'https://spectrum.ieee.org/avnet-amd-space', 'urlToImage': 'https://spectrum.ieee.org/media-library/a-spacecraft-floating-in-space.jpg?id=51749926&width=1200&height=600&coordinates=0%2C250%2C0%2C250', 'publishedAt': '2024-03-25T15:29:31Z', 'content': 'This sponsored article is brought to you by Avnet and AMD.\r\nThe use of artificial intelligence (AI) in image processing has brought about significant advancements in the exploration of space and our … [+3184 chars]'}"
26,ok,36,"{'source': {'id': None, 'name': 'Columbia.edu'}, 'author': 'Tara Spinelli', 'title': 'Columbia Beautiful Planet 2024', 'description': 'Each year, we honor Earth Day by sharing some amazing photos celebrating the beauty and magic of our planet from our campuses to the far corners of the world as captured by the Columbia community.', 'url': 'https://news.climate.columbia.edu/2024/04/17/columbia-beautiful-planet-2024/', 'urlToImage': 'https://sotp.nyc3.digitaloceanspaces.com/wp-content/uploads/2024/04/Eastern-screech-owl-in-apple-tree-on-LDEO-campus_Timothy-Trimble_1200x800.jpg', 'publishedAt': '2024-04-17T14:29:05Z', 'content': 'Every year, the Climate School honors Earth Day by sharing images that celebrate the beauty and magic of our planet as captured by the Columbia community. A few highlights from this year’s selection … [+4473 chars]'}"
27,ok,36,"{'source': {'id': None, 'name': 'Marketscreener.com'}, 'author': None, 'title': 'AQUA Cultured Foods Partners with Ginkgo Bioworks to Optimize Alt-Seafood Production', 'description': ""(marketscreener.com) \n\nThe partners will work to optimize AQUA Cultured Foods' fermentation technology and advance the development and production of AQUA's 100% fish-free products that emulate the look, feel, and taste of fresh-caught seafood\nCHICAGO and BOST…"", 'url': 'https://www.marketscreener.com/quote/stock/GINKGO-BIOWORKS-HOLDINGS--127173269/news/AQUA-Cultured-Foods-Partners-with-Ginkgo-Bioworks-to-Optimize-Alt-Seafood-Production-46298430/', 'urlToImage': 'https://www.marketscreener.com/images/twitter_MS_fdnoir.png', 'publishedAt': '2024-03-27T11:03:06Z', 'content': ""The partners will work to optimize AQUA Cultured Foods' fermentation technology and advance the development and production of AQUA's 100% fish-free products that emulate the look, feel, and taste of … [+10138 chars]""}"
28,ok,36,"{'source': {'id': 'abc-news-au', 'name': 'ABC News (AU)'}, 'author': 'Briana Shepherd', 'title': 'Murky water at popular WA\xa0beach blamed on faulty marina construction equipment, but locals unconvinced', 'description': ""Murky and discoloured water at Mullaloo Beach in Perth's north is being blamed on a faulty piece of equipment used to construct a marina nearby."", 'url': 'https://www.abc.net.au/news/2024-03-21/mullaloo-beach-murky-water-blamed-on-construction-equipment/103605928', 'urlToImage': 'https://live-production.wcms.abc-cdn.net.au/bfc7b9422ad8ed0405da4ef31f750c67?impolicy=wcms_watermark_news&cropH=1080&cropW=1920&xPos=0&yPos=0&width=862&height=485&imformat=generic', 'publishedAt': '2024-03-21T06:04:18Z', 'content': ""<ul><li>In short: Authorities have blamed\xa0murky water at Mullaloo Beach on damage to a 'silt curtain' at the Ocean Reef Marina development.</li><li>But locals are unconvinced that is what is to blame… [+7328 chars]""}"
29,ok,36,"{'source': {'id': None, 'name': 'Esa.int'}, 'author': None, 'title': 'Φsat-2 gets two new AI apps', 'description': 'Φsat-2, ESA’s groundbreaking cubesat scheduled for launch in June, will now include two new AI-driven apps destined to demonstrate a crucial role in future environmental monitoring from space. The apps, which focus on marine pollution and wildfires, were the …', 'url': 'https://www.esa.int/Applications/Observing_the_Earth/Phsat-2/Phsat-2_gets_two_new_AI_apps', 'urlToImage': 'https://www.esa.int/var/esa/storage/images/esa_multimedia/images/2024/04/phsat-2_gets_two_new_ai_apps/26036942-1-eng-GB/Phsat-2_gets_two_new_AI_apps_pillars.png', 'publishedAt': '2024-04-18T07:10:00Z', 'content': 'Applications18/04/202419 views0 likes\r\nsat-2, ESAs groundbreaking cubesat scheduled for launch in June, will now include two new AI-driven apps destined to demonstrate a crucial role in future enviro… [+4215 chars]'}"
30,ok,36,"{'source': {'id': None, 'name': 'London Review of Books'}, 'author': 'Michael Hofmann', 'title': 'In Florida', 'description': 'We are a small part of a shrinking thing, tail to a dwindling dog, or that thing that, in Yeats, is fastened to the dying animal. The heart; the soul...', 'url': 'https://www.lrb.co.uk/blog/2024/april/in-florida', 'urlToImage': 'https://www.lrb.co.uk/storage/social_image/lrb_assets/icons/lrb-blog-social.jpg', 'publishedAt': '2024-04-04T18:22:58Z', 'content': 'We are a small part of a shrinking thing, tail to a dwindling dog, or that thing that, in Yeats, is fastened to the dying animal. The heart; the soul. The dying animal is the English department, perh… [+15528 chars]'}"
31,ok,36,"{'source': {'id': None, 'name': '[Removed]'}, 'author': None, 'title': '[Removed]', 'description': '[Removed]', 'url': 'https://removed.com', 'urlToImage': None, 'publishedAt': '1970-01-01T00:00:00Z', 'content': '[Removed]'}"
32,ok,36,"{'source': {'id': None, 'name': 'PerthNow'}, 'author': 'Erick Lopez', 'title': 'WA Government issues health warning for Mullaloo Beach recommending swimmers avoid possible algal bloom', 'description': 'WA’s water and environmental department will begin an independent investigation into water quality at a beach in the northern suburbs after a health warning.', 'url': 'https://www.perthnow.com.au/news/wa/wa-government-issues-health-warning-for-mullaloo-beach-recommending-swimmers-avoid-possible-algal-bloom-c-14073752', 'urlToImage': 'https://images.perthnow.com.au/publication/C-14073752/6ef69a5f2a8c2989f39e3de22c0ba73204347d43-16x9-x0y0w2999h1687.jpg?imwidth=1200', 'publishedAt': '2024-03-25T07:32:12Z', 'content': 'WAs water and environmental department will begin an independent investigation into water quality at Mullaloo Beach after a health warning that it could cause gastrointestinal illness and throat burn… [+5408 chars]'}"
33,ok,36,"{'source': {'id': None, 'name': 'WATE 6 On Your Side'}, 'author': 'Hope Mcalee', 'title': ""Pink algal bloom in Mead's Quarry Lake prompts health advisory"", 'description': 'Ijams Nature Center has issued a health advisory after a temporary algal bloom was spotted in Meads Quarry Lake. As part of the advisory, Ijams is warning that people and pets should not swim in or ingest the water, scum, foam, or algae that is in the lake.', 'url': 'https://www.wate.com/news/knox-county-news/health-advisory-issued-for-pink-algae-in-meads-quarry-lake/', 'urlToImage': 'https://www.wate.com/wp-content/uploads/sites/42/2024/03/Pink-Algal-Bloom-Ijams.png?w=1280', 'publishedAt': '2024-03-21T23:04:59Z', 'content': 'KNOXVILLE, Tenn. (WATE) Ijams Nature Center has issued a health advisory after a temporary algal bloom was spotted in Meads Quarry Lake. As part of the advisory, Ijams is warning that people and pets… [+3574 chars]'}"
34,ok,36,"{'source': {'id': None, 'name': 'Thefreedictionary.com'}, 'author': None, 'title': 'The Virus: Is It Really Alive?', 'description': 'A virus is a minute infectious agent that, in general, cannot be seen with a light microscope. It lacks an independent metabolism and is able to replicate only within a living host cell. A free virus particle does not carry out the functions of a living cell,…', 'url': 'https://encyclopedia.thefreedictionary.com/Virus', 'urlToImage': 'http://img.tfd.com/TFDlogo1200x1200.png', 'publishedAt': '2024-04-03T04:12:03Z', 'content': 'For a more accessible and less technical introduction to this topic, see Introduction to viruses.\r\nA virus is a small infectious agent that replicates only inside the living cells of other organisms.… [+110611 chars]'}"
35,ok,36,"{'source': {'id': None, 'name': 'Inter Press Service'}, 'author': 'Jan Lundius', 'title': 'No Turning a Blind Eye to Protection Dominican Republic’s Natural Resources, Says Environment Minister', 'description': 'Ahead of the Dominican Republic’s elections, IPS spoke to Miguel Ceara Hatton, Dominican Minister of Environment and Natural Resources, about the challenges of protecting the environment as climate change and social change impact it.', 'url': 'https://www.ipsnews.net/2024/04/protection-of-natural-resources-is-dominican-republics-urgent-priority-says-environment-minister/', 'urlToImage': 'https://www.ipsnews.net/Library/2021/05/ips_jak_202105122.jpeg', 'publishedAt': '2024-04-04T16:04:49Z', 'content': ""Biodiversity, Climate Change, Climate Change Justice, Conservation, Editors' Choice, Energy, Environment, Featured, Food and Agriculture, Headlines, Latin America &amp; the Caribbean, Sustainability,… [+13785 chars]""}"
